country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation,continent
Armenia,1998,male,5-14 years,0,383700,0,Armenia1998,,"1,893,726,437",532,Millenials,Asia
Armenia,1999,male,55-74 years,15,238100,6.3,Armenia1999,,"1,845,482,181",515,Silent,Asia
Armenia,1999,female,75+ years,3,56800,5.28,Armenia1999,,"1,845,482,181",515,G.I. Generation,Asia
Armenia,1999,male,35-54 years,22,464300,4.74,Armenia1999,,"1,845,482,181",515,Boomers,Asia
Armenia,1999,female,55-74 years,9,296800,3.03,Armenia1999,,"1,845,482,181",515,Silent,Asia
Armenia,1999,male,25-34 years,6,279800,2.14,Armenia1999,,"1,845,482,181",515,Generation X,Asia
Armenia,1999,male,15-24 years,6,344000,1.74,Armenia1999,,"1,845,482,181",515,Generation X,Asia
Armenia,1999,female,35-54 years,4,530700,0.75,Armenia1999,,"1,845,482,181",515,Boomers,Asia
Armenia,1999,female,25-34 years,2,284300,0.7,Armenia1999,,"1,845,482,181",515,Generation X,Asia
Armenia,1999,female,15-24 years,0,329700,0,Armenia1999,,"1,845,482,181",515,Generation X,Asia
Armenia,1999,female,5-14 years,0,352300,0,Armenia1999,,"1,845,482,181",515,Millenials,Asia
Armenia,1999,male,5-14 years,0,371600,0,Armenia1999,,"1,845,482,181",515,Millenials,Asia
Armenia,1999,male,75+ years,0,32300,0,Armenia1999,,"1,845,482,181",515,G.I. Generation,Asia
Armenia,2000,male,75+ years,4,37600,10.64,Armenia2000,0.648,"1,911,563,665",530,G.I. Generation,Asia
Armenia,2000,female,75+ years,5,66500,7.52,Armenia2000,0.648,"1,911,563,665",530,G.I. Generation,Asia
Armenia,2000,male,55-74 years,14,234300,5.98,Armenia2000,0.648,"1,911,563,665",530,Silent,Asia
Armenia,2000,male,35-54 years,18,481100,3.74,Armenia2000,0.648,"1,911,563,665",530,Boomers,Asia
Armenia,2000,male,25-34 years,5,283300,1.76,Armenia2000,0.648,"1,911,563,665",530,Generation X,Asia
Armenia,2000,male,15-24 years,6,358000,1.68,Armenia2000,0.648,"1,911,563,665",530,Generation X,Asia
Armenia,2000,female,25-34 years,4,280400,1.43,Armenia2000,0.648,"1,911,563,665",530,Generation X,Asia
Armenia,2000,female,55-74 years,4,292700,1.37,Armenia2000,0.648,"1,911,563,665",530,Silent,Asia
Armenia,2000,female,35-54 years,1,555300,0.18,Armenia2000,0.648,"1,911,563,665",530,Boomers,Asia
Armenia,2000,female,15-24 years,0,341100,0,Armenia2000,0.648,"1,911,563,665",530,Generation X,Asia
Armenia,2000,female,5-14 years,0,328000,0,Armenia2000,0.648,"1,911,563,665",530,Millenials,Asia
Armenia,2000,male,5-14 years,0,348200,0,Armenia2000,0.648,"1,911,563,665",530,Millenials,Asia
Armenia,2001,male,55-74 years,17,227605,7.47,Armenia2001,,"2,118,467,913",587,Silent,Asia
Armenia,2001,male,75+ years,3,40190,7.46,Armenia2001,,"2,118,467,913",587,Silent,Asia
Armenia,2001,female,75+ years,4,66283,6.03,Armenia2001,,"2,118,467,913",587,Silent,Asia
Armenia,2001,male,35-54 years,19,493922,3.85,Armenia2001,,"2,118,467,913",587,Boomers,Asia
Armenia,2001,female,55-74 years,4,289601,1.38,Armenia2001,,"2,118,467,913",587,Silent,Asia
Armenia,2001,male,15-24 years,4,361248,1.11,Armenia2001,,"2,118,467,913",587,Millenials,Asia
Armenia,2001,male,5-14 years,3,337767,0.89,Armenia2001,,"2,118,467,913",587,Millenials,Asia
Armenia,2001,male,25-34 years,2,284346,0.7,Armenia2001,,"2,118,467,913",587,Generation X,Asia
Armenia,2001,female,35-54 years,3,563626,0.53,Armenia2001,,"2,118,467,913",587,Boomers,Asia
Armenia,2001,female,25-34 years,1,279953,0.36,Armenia2001,,"2,118,467,913",587,Generation X,Asia
Armenia,2001,female,15-24 years,0,346468,0,Armenia2001,,"2,118,467,913",587,Millenials,Asia
Armenia,2001,female,5-14 years,0,319507,0,Armenia2001,,"2,118,467,913",587,Millenials,Asia
Armenia,2002,male,75+ years,3,29067,10.32,Armenia2002,,"2,376,335,048",788,Silent,Asia
Armenia,2002,male,55-74 years,19,196525,9.67,Armenia2002,,"2,376,335,048",788,Silent,Asia
Armenia,2002,male,25-34 years,12,206403,5.81,Armenia2002,,"2,376,335,048",788,Generation X,Asia
Armenia,2002,male,35-54 years,22,418464,5.26,Armenia2002,,"2,376,335,048",788,Boomers,Asia
Armenia,2002,female,75+ years,1,58553,1.71,Armenia2002,,"2,376,335,048",788,Silent,Asia
Armenia,2002,male,15-24 years,5,293350,1.7,Armenia2002,,"2,376,335,048",788,Millenials,Asia
Armenia,2002,female,35-54 years,6,469992,1.28,Armenia2002,,"2,376,335,048",788,Boomers,Asia
Armenia,2002,female,55-74 years,3,251856,1.19,Armenia2002,,"2,376,335,048",788,Silent,Asia
Armenia,2002,female,25-34 years,1,222943,0.45,Armenia2002,,"2,376,335,048",788,Generation X,Asia
Armenia,2002,male,5-14 years,1,294209,0.34,Armenia2002,,"2,376,335,048",788,Millenials,Asia
Armenia,2002,female,15-24 years,1,294739,0.34,Armenia2002,,"2,376,335,048",788,Millenials,Asia
Armenia,2002,female,5-14 years,0,278743,0,Armenia2002,,"2,376,335,048",788,Millenials,Asia
Armenia,2003,male,75+ years,3,32495,9.23,Armenia2003,,"2,807,061,009",928,Silent,Asia
Armenia,2003,male,55-74 years,14,194165,7.21,Armenia2003,,"2,807,061,009",928,Silent,Asia
Armenia,2003,male,35-54 years,21,423001,4.96,Armenia2003,,"2,807,061,009",928,Boomers,Asia
Armenia,2003,female,75+ years,3,62935,4.77,Armenia2003,,"2,807,061,009",928,Silent,Asia
Armenia,2003,male,25-34 years,10,210715,4.75,Armenia2003,,"2,807,061,009",928,Generation X,Asia
Armenia,2003,female,55-74 years,3,249909,1.2,Armenia2003,,"2,807,061,009",928,Silent,Asia
Armenia,2003,female,35-54 years,3,473959,0.63,Armenia2003,,"2,807,061,009",928,Boomers,Asia
Armenia,2003,male,5-14 years,1,283952,0.35,Armenia2003,,"2,807,061,009",928,Millenials,Asia
Armenia,2003,male,15-24 years,1,300902,0.33,Armenia2003,,"2,807,061,009",928,Millenials,Asia
Armenia,2003,female,15-24 years,0,300080,0,Armenia2003,,"2,807,061,009",928,Millenials,Asia
Armenia,2003,female,25-34 years,0,225313,0,Armenia2003,,"2,807,061,009",928,Generation X,Asia
Armenia,2003,female,5-14 years,0,266940,0,Armenia2003,,"2,807,061,009",928,Millenials,Asia
Armenia,2006,male,75+ years,6,48123,12.47,Armenia2006,,"6,384,451,606",2310,Silent,Asia
Armenia,2006,male,55-74 years,21,184526,11.38,Armenia2006,,"6,384,451,606",2310,Silent,Asia
Armenia,2006,male,35-54 years,17,367346,4.63,Armenia2006,,"6,384,451,606",2310,Boomers,Asia
Armenia,2006,male,15-24 years,10,276127,3.62,Armenia2006,,"6,384,451,606",2310,Millenials,Asia
Armenia,2006,female,55-74 years,8,238745,3.35,Armenia2006,,"6,384,451,606",2310,Silent,Asia
Armenia,2006,male,25-34 years,6,188382,3.19,Armenia2006,,"6,384,451,606",2310,Generation X,Asia
Armenia,2006,female,75+ years,2,78684,2.54,Armenia2006,,"6,384,451,606",2310,Silent,Asia
Armenia,2006,female,35-54 years,5,450477,1.11,Armenia2006,,"6,384,451,606",2310,Boomers,Asia
Armenia,2006,female,25-34 years,2,215884,0.93,Armenia2006,,"6,384,451,606",2310,Generation X,Asia
Armenia,2006,male,5-14 years,1,221941,0.45,Armenia2006,,"6,384,451,606",2310,Millenials,Asia
Armenia,2006,female,15-24 years,0,290966,0,Armenia2006,,"6,384,451,606",2310,Millenials,Asia
Armenia,2006,female,5-14 years,0,203195,0,Armenia2006,,"6,384,451,606",2310,Millenials,Asia
Armenia,2007,male,75+ years,7,49296,14.2,Armenia2007,,"9,206,301,700",3366,Silent,Asia
Armenia,2007,male,55-74 years,13,185290,7.02,Armenia2007,,"9,206,301,700",3366,Silent,Asia
Armenia,2007,male,35-54 years,19,362189,5.25,Armenia2007,,"9,206,301,700",3366,Boomers,Asia
Armenia,2007,female,55-74 years,8,240998,3.32,Armenia2007,,"9,206,301,700",3366,Silent,Asia
Armenia,2007,male,15-24 years,7,272188,2.57,Armenia2007,,"9,206,301,700",3366,Millenials,Asia
Armenia,2007,male,25-34 years,4,191561,2.09,Armenia2007,,"9,206,301,700",3366,Generation X,Asia
Armenia,2007,female,35-54 years,8,444817,1.8,Armenia2007,,"9,206,301,700",3366,Boomers,Asia
Armenia,2007,female,75+ years,1,79210,1.26,Armenia2007,,"9,206,301,700",3366,Silent,Asia
Armenia,2007,female,15-24 years,3,288510,1.04,Armenia2007,,"9,206,301,700",3366,Millenials,Asia
Armenia,2007,male,5-14 years,1,210620,0.47,Armenia2007,,"9,206,301,700",3366,Generation Z,Asia
Armenia,2007,female,25-34 years,0,220144,0,Armenia2007,,"9,206,301,700",3366,Generation X,Asia
Armenia,2007,female,5-14 years,0,190490,0,Armenia2007,,"9,206,301,700",3366,Generation Z,Asia
Armenia,2008,male,75+ years,7,46886,14.93,Armenia2008,,"11,662,040,714",3829,Silent,Asia
Armenia,2008,male,55-74 years,18,198978,9.05,Armenia2008,,"11,662,040,714",3829,Silent,Asia
Armenia,2008,male,35-54 years,11,429649,2.56,Armenia2008,,"11,662,040,714",3829,Boomers,Asia
Armenia,2008,female,35-54 years,10,477501,2.09,Armenia2008,,"11,662,040,714",3829,Boomers,Asia
Armenia,2008,female,55-74 years,5,260264,1.92,Armenia2008,,"11,662,040,714",3829,Silent,Asia
Armenia,2008,male,25-34 years,4,250190,1.6,Armenia2008,,"11,662,040,714",3829,Generation X,Asia
Armenia,2008,male,15-24 years,3,317794,0.94,Armenia2008,,"11,662,040,714",3829,Millenials,Asia
Armenia,2008,female,25-34 years,2,254728,0.79,Armenia2008,,"11,662,040,714",3829,Generation X,Asia
Armenia,2008,female,5-14 years,1,198065,0.5,Armenia2008,,"11,662,040,714",3829,Generation Z,Asia
Armenia,2008,male,5-14 years,1,220896,0.45,Armenia2008,,"11,662,040,714",3829,Generation Z,Asia
Armenia,2008,female,15-24 years,1,309009,0.32,Armenia2008,,"11,662,040,714",3829,Millenials,Asia
Armenia,2008,female,75+ years,0,81431,0,Armenia2008,,"11,662,040,714",3829,Silent,Asia
Armenia,2009,male,75+ years,8,50759,15.76,Armenia2009,,"8,647,936,748",3215,Silent,Asia
Armenia,2009,male,55-74 years,11,189632,5.8,Armenia2009,,"8,647,936,748",3215,Silent,Asia
Armenia,2009,male,35-54 years,17,351694,4.83,Armenia2009,,"8,647,936,748",3215,Boomers,Asia
Armenia,2009,male,15-24 years,5,259772,1.92,Armenia2009,,"8,647,936,748",3215,Millenials,Asia
Armenia,2009,female,75+ years,1,79728,1.25,Armenia2009,,"8,647,936,748",3215,Silent,Asia
Armenia,2009,female,55-74 years,3,248767,1.21,Armenia2009,,"8,647,936,748",3215,Silent,Asia
Armenia,2009,male,25-34 years,2,198646,1.01,Armenia2009,,"8,647,936,748",3215,Generation X,Asia
Armenia,2009,female,25-34 years,2,230582,0.87,Armenia2009,,"8,647,936,748",3215,Generation X,Asia
Armenia,2009,female,35-54 years,3,433390,0.69,Armenia2009,,"8,647,936,748",3215,Boomers,Asia
Armenia,2009,female,15-24 years,1,278535,0.36,Armenia2009,,"8,647,936,748",3215,Millenials,Asia
Armenia,2009,female,5-14 years,0,172560,0,Armenia2009,,"8,647,936,748",3215,Generation Z,Asia
Armenia,2009,male,5-14 years,0,195630,0,Armenia2009,,"8,647,936,748",3215,Generation Z,Asia
Armenia,2010,male,75+ years,6,52333,11.47,Armenia2010,0.721,"9,260,284,938",3460,Silent,Asia
Armenia,2010,male,55-74 years,13,193100,6.73,Armenia2010,0.721,"9,260,284,938",3460,Silent,Asia
Armenia,2010,male,25-34 years,10,202936,4.93,Armenia2010,0.721,"9,260,284,938",3460,Generation X,Asia
Armenia,2010,male,35-54 years,15,346739,4.33,Armenia2010,0.721,"9,260,284,938",3460,Generation X,Asia
Armenia,2010,male,15-24 years,8,252152,3.17,Armenia2010,0.721,"9,260,284,938",3460,Millenials,Asia
Armenia,2010,female,55-74 years,7,253182,2.76,Armenia2010,0.721,"9,260,284,938",3460,Silent,Asia
Armenia,2010,female,75+ years,2,81770,2.45,Armenia2010,0.721,"9,260,284,938",3460,Silent,Asia
Armenia,2010,female,5-14 years,2,167142,1.2,Armenia2010,0.721,"9,260,284,938",3460,Generation Z,Asia
Armenia,2010,female,35-54 years,5,427571,1.17,Armenia2010,0.721,"9,260,284,938",3460,Generation X,Asia
Armenia,2010,male,5-14 years,2,191722,1.04,Armenia2010,0.721,"9,260,284,938",3460,Generation Z,Asia
Armenia,2010,female,15-24 years,2,270727,0.74,Armenia2010,0.721,"9,260,284,938",3460,Millenials,Asia
Armenia,2010,female,25-34 years,1,236851,0.42,Armenia2010,0.721,"9,260,284,938",3460,Generation X,Asia
Armenia,2011,female,75+ years,6,86643,6.92,Armenia2011,0.723,"10,142,111,334",3798,Silent,Asia
Armenia,2011,male,35-54 years,23,341199,6.74,Armenia2011,0.723,"10,142,111,334",3798,Generation X,Asia
Armenia,2011,male,55-74 years,11,194982,5.64,Armenia2011,0.723,"10,142,111,334",3798,Boomers,Asia
Armenia,2011,male,25-34 years,8,209914,3.81,Armenia2011,0.723,"10,142,111,334",3798,Millenials,Asia
Armenia,2011,male,75+ years,2,55565,3.6,Armenia2011,0.723,"10,142,111,334",3798,Silent,Asia
Armenia,2011,male,15-24 years,7,245227,2.85,Armenia2011,0.723,"10,142,111,334",3798,Millenials,Asia
Armenia,2011,female,15-24 years,4,259823,1.54,Armenia2011,0.723,"10,142,111,334",3798,Millenials,Asia
Armenia,2011,female,55-74 years,3,256541,1.17,Armenia2011,0.723,"10,142,111,334",3798,Boomers,Asia
Armenia,2011,female,35-54 years,3,422179,0.71,Armenia2011,0.723,"10,142,111,334",3798,Generation X,Asia
Armenia,2011,female,25-34 years,0,244912,0,Armenia2011,0.723,"10,142,111,334",3798,Millenials,Asia
Armenia,2011,female,5-14 years,0,164004,0,Armenia2011,0.723,"10,142,111,334",3798,Generation Z,Asia
Armenia,2011,male,5-14 years,0,189377,0,Armenia2011,0.723,"10,142,111,334",3798,Generation Z,Asia
Armenia,2012,male,75+ years,5,56598,8.83,Armenia2012,0.728,"10,619,320,049",3773,Silent,Asia
Armenia,2012,male,35-54 years,26,376743,6.9,Armenia2012,0.728,"10,619,320,049",3773,Generation X,Asia
Armenia,2012,male,55-74 years,11,212482,5.18,Armenia2012,0.728,"10,619,320,049",3773,Boomers,Asia
Armenia,2012,male,25-34 years,11,245443,4.48,Armenia2012,0.728,"10,619,320,049",3773,Millenials,Asia
Armenia,2012,female,75+ years,3,91237,3.29,Armenia2012,0.728,"10,619,320,049",3773,Silent,Asia
Armenia,2012,male,15-24 years,5,255119,1.96,Armenia2012,0.728,"10,619,320,049",3773,Millenials,Asia
Armenia,2012,female,35-54 years,7,428953,1.63,Armenia2012,0.728,"10,619,320,049",3773,Generation X,Asia
Armenia,2012,female,25-34 years,4,259768,1.54,Armenia2012,0.728,"10,619,320,049",3773,Millenials,Asia
Armenia,2012,female,55-74 years,4,273394,1.46,Armenia2012,0.728,"10,619,320,049",3773,Boomers,Asia
Armenia,2012,female,15-24 years,2,255088,0.78,Armenia2012,0.728,"10,619,320,049",3773,Millenials,Asia
Armenia,2012,male,5-14 years,1,192409,0.52,Armenia2012,0.728,"10,619,320,049",3773,Generation Z,Asia
Armenia,2012,female,5-14 years,0,167066,0,Armenia2012,0.728,"10,619,320,049",3773,Generation Z,Asia
Armenia,2013,male,75+ years,7,58640,11.94,Armenia2013,0.731,"11,121,465,767",3957,Silent,Asia
Armenia,2013,female,75+ years,6,95093,6.31,Armenia2013,0.731,"11,121,465,767",3957,Silent,Asia
Armenia,2013,male,55-74 years,11,218063,5.04,Armenia2013,0.731,"11,121,465,767",3957,Boomers,Asia
Armenia,2013,female,55-74 years,11,280566,3.92,Armenia2013,0.731,"11,121,465,767",3957,Boomers,Asia
Armenia,2013,male,25-34 years,9,250487,3.59,Armenia2013,0.731,"11,121,465,767",3957,Millenials,Asia
Armenia,2013,male,35-54 years,13,370440,3.51,Armenia2013,0.731,"11,121,465,767",3957,Generation X,Asia
Armenia,2013,female,35-54 years,6,423841,1.42,Armenia2013,0.731,"11,121,465,767",3957,Generation X,Asia
Armenia,2013,male,15-24 years,2,243687,0.82,Armenia2013,0.731,"11,121,465,767",3957,Millenials,Asia
Armenia,2013,male,5-14 years,1,193754,0.52,Armenia2013,0.731,"11,121,465,767",3957,Generation Z,Asia
Armenia,2013,female,15-24 years,1,242386,0.41,Armenia2013,0.731,"11,121,465,767",3957,Millenials,Asia
Armenia,2013,female,25-34 years,0,265616,0,Armenia2013,0.731,"11,121,465,767",3957,Millenials,Asia
Armenia,2013,female,5-14 years,0,168091,0,Armenia2013,0.731,"11,121,465,767",3957,Generation Z,Asia
Armenia,2014,male,75+ years,9,60108,14.97,Armenia2014,0.733,"11,609,512,940",4142,Silent,Asia
Armenia,2014,female,75+ years,6,98118,6.12,Armenia2014,0.733,"11,609,512,940",4142,Silent,Asia
Armenia,2014,male,55-74 years,12,224430,5.35,Armenia2014,0.733,"11,609,512,940",4142,Boomers,Asia
Armenia,2014,male,35-54 years,13,363362,3.58,Armenia2014,0.733,"11,609,512,940",4142,Generation X,Asia
Armenia,2014,male,25-34 years,6,253461,2.37,Armenia2014,0.733,"11,609,512,940",4142,Millenials,Asia
Armenia,2014,female,55-74 years,4,288822,1.38,Armenia2014,0.733,"11,609,512,940",4142,Boomers,Asia
Armenia,2014,male,15-24 years,3,230760,1.3,Armenia2014,0.733,"11,609,512,940",4142,Millenials,Asia
Armenia,2014,female,15-24 years,2,227895,0.88,Armenia2014,0.733,"11,609,512,940",4142,Millenials,Asia
Armenia,2014,female,5-14 years,1,171332,0.58,Armenia2014,0.733,"11,609,512,940",4142,Generation Z,Asia
Armenia,2014,female,35-54 years,2,417829,0.48,Armenia2014,0.733,"11,609,512,940",4142,Generation X,Asia
Armenia,2014,female,25-34 years,0,269937,0,Armenia2014,0.733,"11,609,512,940",4142,Millenials,Asia
Armenia,2014,male,5-14 years,0,196975,0,Armenia2014,0.733,"11,609,512,940",4142,Generation Z,Asia
Armenia,2015,male,75+ years,12,61355,19.56,Armenia2015,,"10,553,337,673",3775,Silent,Asia
Armenia,2015,male,55-74 years,16,231213,6.92,Armenia2015,,"10,553,337,673",3775,Boomers,Asia
Armenia,2015,female,75+ years,5,100754,4.96,Armenia2015,,"10,553,337,673",3775,Silent,Asia
Armenia,2015,male,35-54 years,15,356715,4.21,Armenia2015,,"10,553,337,673",3775,Generation X,Asia
Armenia,2015,male,25-34 years,10,255540,3.91,Armenia2015,,"10,553,337,673",3775,Millenials,Asia
Armenia,2015,female,55-74 years,5,297936,1.68,Armenia2015,,"10,553,337,673",3775,Boomers,Asia
Armenia,2015,female,15-24 years,3,212010,1.42,Armenia2015,,"10,553,337,673",3775,Millenials,Asia
Armenia,2015,female,35-54 years,4,412360,0.97,Armenia2015,,"10,553,337,673",3775,Generation X,Asia
Armenia,2015,male,15-24 years,2,216876,0.92,Armenia2015,,"10,553,337,673",3775,Millenials,Asia
Armenia,2015,female,25-34 years,2,274108,0.73,Armenia2015,,"10,553,337,673",3775,Millenials,Asia
Armenia,2015,female,5-14 years,0,175417,0,Armenia2015,,"10,553,337,673",3775,Generation Z,Asia
Armenia,2015,male,5-14 years,0,201051,0,Armenia2015,,"10,553,337,673",3775,Generation Z,Asia
Armenia,2016,male,75+ years,12,61956,19.37,Armenia2016,,"10,546,135,160",3788,Silent,Asia
Armenia,2016,male,55-74 years,16,237813,6.73,Armenia2016,,"10,546,135,160",3788,Boomers,Asia
Armenia,2016,male,35-54 years,16,350633,4.56,Armenia2016,,"10,546,135,160",3788,Generation X,Asia
Armenia,2016,male,15-24 years,5,202220,2.47,Armenia2016,,"10,546,135,160",3788,Millenials,Asia
Armenia,2016,female,75+ years,2,102414,1.95,Armenia2016,,"10,546,135,160",3788,Silent,Asia
Armenia,2016,female,55-74 years,6,308349,1.95,Armenia2016,,"10,546,135,160",3788,Boomers,Asia
Armenia,2016,male,25-34 years,4,255665,1.56,Armenia2016,,"10,546,135,160",3788,Millenials,Asia
Armenia,2016,female,35-54 years,3,408109,0.74,Armenia2016,,"10,546,135,160",3788,Generation X,Asia
Armenia,2016,female,25-34 years,2,277452,0.72,Armenia2016,,"10,546,135,160",3788,Millenials,Asia
Armenia,2016,female,15-24 years,1,195422,0.51,Armenia2016,,"10,546,135,160",3788,Millenials,Asia
Aruba,1995,male,75+ years,2,889,224.97,Aruba1995,,"1,320,670,391",17949,G.I. Generation,Americas
Aruba,1995,male,25-34 years,4,7520,53.19,Aruba1995,,"1,320,670,391",17949,Generation X,Americas
Aruba,1995,male,55-74 years,1,4558,21.94,Aruba1995,,"1,320,670,391",17949,Silent,Americas
